prompt,quality_score,quality_label,clarity,specificity,context,goal_definition,constraints,output_format,role_persona,audience,ambiguity,completeness,actionability,consistency
"You are a Lead Blockchain Architect at a top-tier technology institution. Design and implement an enterprise decentralised asset custody smart contract suite using Solidity and Python for enterprise deployment #8. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering multi-signature approval thresholds, time-locked execution queues, formal verification via Certora, and reentrancy guards; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",98,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Lead Blockchain Architect at a top-tier technology institution. Design and implement an enterprise decentralised asset custody smart contract suite using Solidity and Python for enterprise deployment #9. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering multi-signature approval thresholds, time-locked execution queues, formal verification via Certora, and reentrancy guards; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Lead Blockchain Architect at a top-tier technology institution. Design and implement an enterprise decentralised asset custody smart contract suite using Solidity and Python for enterprise deployment #10. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering multi-signature approval thresholds, time-locked execution queues, formal verification via Certora, and reentrancy guards; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Robotics Software Lead at a top-tier technology institution. Design and implement an autonomous mobile robot navigation stack for warehouse logistics using C++ and ROS 2 for enterprise deployment #1. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering EKF sensor fusion of IMU and LiDAR, SLAM mapping, dynamic obstacle avoidance via DWA, and path planning using Hybrid A*; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Robotics Software Lead at a top-tier technology institution. Design and implement an autonomous mobile robot navigation stack for warehouse logistics using C++ and ROS 2 for enterprise deployment #2. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering EKF sensor fusion of IMU and LiDAR, SLAM mapping, dynamic obstacle avoidance via DWA, and path planning using Hybrid A*; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Robotics Software Lead at a top-tier technology institution. Design and implement an autonomous mobile robot navigation stack for warehouse logistics using C++ and ROS 2 for enterprise deployment #3. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering EKF sensor fusion of IMU and LiDAR, SLAM mapping, dynamic obstacle avoidance via DWA, and path planning using Hybrid A*; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",93,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Robotics Software Lead at a top-tier technology institution. Design and implement an autonomous mobile robot navigation stack for warehouse logistics using C++ and ROS 2 for enterprise deployment #4. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering EKF sensor fusion of IMU and LiDAR, SLAM mapping, dynamic obstacle avoidance via DWA, and path planning using Hybrid A*; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",94,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Robotics Software Lead at a top-tier technology institution. Design and implement an autonomous mobile robot navigation stack for warehouse logistics using C++ and ROS 2 for enterprise deployment #5. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering EKF sensor fusion of IMU and LiDAR, SLAM mapping, dynamic obstacle avoidance via DWA, and path planning using Hybrid A*; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",95,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Robotics Software Lead at a top-tier technology institution. Design and implement an autonomous mobile robot navigation stack for warehouse logistics using C++ and ROS 2 for enterprise deployment #6. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering EKF sensor fusion of IMU and LiDAR, SLAM mapping, dynamic obstacle avoidance via DWA, and path planning using Hybrid A*; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",96,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Robotics Software Lead at a top-tier technology institution. Design and implement an autonomous mobile robot navigation stack for warehouse logistics using C++ and ROS 2 for enterprise deployment #7. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering EKF sensor fusion of IMU and LiDAR, SLAM mapping, dynamic obstacle avoidance via DWA, and path planning using Hybrid A*; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",97,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Robotics Software Lead at a top-tier technology institution. Design and implement an autonomous mobile robot navigation stack for warehouse logistics using C++ and ROS 2 for enterprise deployment #8. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering EKF sensor fusion of IMU and LiDAR, SLAM mapping, dynamic obstacle avoidance via DWA, and path planning using Hybrid A*; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",98,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Robotics Software Lead at a top-tier technology institution. Design and implement an autonomous mobile robot navigation stack for warehouse logistics using C++ and ROS 2 for enterprise deployment #9. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering EKF sensor fusion of IMU and LiDAR, SLAM mapping, dynamic obstacle avoidance via DWA, and path planning using Hybrid A*; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Robotics Software Lead at a top-tier technology institution. Design and implement an autonomous mobile robot navigation stack for warehouse logistics using C++ and ROS 2 for enterprise deployment #10. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering EKF sensor fusion of IMU and LiDAR, SLAM mapping, dynamic obstacle avoidance via DWA, and path planning using Hybrid A*; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Chief Data Officer at a top-tier technology institution. Design and implement an enterprise data mesh operating model for a Fortune 500 bank using Data Governance for enterprise deployment #1. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering domain-oriented decentralized data ownership, federated computational governance, data contracts with JSON Schema, and self-serve platform metrics; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Chief Data Officer at a top-tier technology institution. Design and implement an enterprise data mesh operating model for a Fortune 500 bank using Data Governance for enterprise deployment #2. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering domain-oriented decentralized data ownership, federated computational governance, data contracts with JSON Schema, and self-serve platform metrics; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Chief Data Officer at a top-tier technology institution. Design and implement an enterprise data mesh operating model for a Fortune 500 bank using Data Governance for enterprise deployment #3. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering domain-oriented decentralized data ownership, federated computational governance, data contracts with JSON Schema, and self-serve platform metrics; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",93,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Chief Data Officer at a top-tier technology institution. Design and implement an enterprise data mesh operating model for a Fortune 500 bank using Data Governance for enterprise deployment #4. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering domain-oriented decentralized data ownership, federated computational governance, data contracts with JSON Schema, and self-serve platform metrics; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",94,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Chief Data Officer at a top-tier technology institution. Design and implement an enterprise data mesh operating model for a Fortune 500 bank using Data Governance for enterprise deployment #5. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering domain-oriented decentralized data ownership, federated computational governance, data contracts with JSON Schema, and self-serve platform metrics; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",95,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Chief Data Officer at a top-tier technology institution. Design and implement an enterprise data mesh operating model for a Fortune 500 bank using Data Governance for enterprise deployment #6. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering domain-oriented decentralized data ownership, federated computational governance, data contracts with JSON Schema, and self-serve platform metrics; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",96,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Chief Data Officer at a top-tier technology institution. Design and implement an enterprise data mesh operating model for a Fortune 500 bank using Data Governance for enterprise deployment #7. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering domain-oriented decentralized data ownership, federated computational governance, data contracts with JSON Schema, and self-serve platform metrics; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",97,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Chief Data Officer at a top-tier technology institution. Design and implement an enterprise data mesh operating model for a Fortune 500 bank using Data Governance for enterprise deployment #8. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering domain-oriented decentralized data ownership, federated computational governance, data contracts with JSON Schema, and self-serve platform metrics; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",98,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Chief Data Officer at a top-tier technology institution. Design and implement an enterprise data mesh operating model for a Fortune 500 bank using Data Governance for enterprise deployment #9. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering domain-oriented decentralized data ownership, federated computational governance, data contracts with JSON Schema, and self-serve platform metrics; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Chief Data Officer at a top-tier technology institution. Design and implement an enterprise data mesh operating model for a Fortune 500 bank using Data Governance for enterprise deployment #10. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering domain-oriented decentralized data ownership, federated computational governance, data contracts with JSON Schema, and self-serve platform metrics; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Quantum Computing Researcher at a top-tier technology institution. Design and implement the Variational Quantum Eigensolver (VQE) algorithm for calculating molecular ground states using Qiskit and Python for enterprise deployment #1. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering ansatz circuit design, Hamiltonian qubit mapping using Jordan-Wigner, parameter optimization with COBYLA, and quantum error mitigation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Quantum Computing Researcher at a top-tier technology institution. Design and implement the Variational Quantum Eigensolver (VQE) algorithm for calculating molecular ground states using Qiskit and Python for enterprise deployment #2. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering ansatz circuit design, Hamiltonian qubit mapping using Jordan-Wigner, parameter optimization with COBYLA, and quantum error mitigation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Quantum Computing Researcher at a top-tier technology institution. Design and implement the Variational Quantum Eigensolver (VQE) algorithm for calculating molecular ground states using Qiskit and Python for enterprise deployment #3. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering ansatz circuit design, Hamiltonian qubit mapping using Jordan-Wigner, parameter optimization with COBYLA, and quantum error mitigation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",93,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Quantum Computing Researcher at a top-tier technology institution. Design and implement the Variational Quantum Eigensolver (VQE) algorithm for calculating molecular ground states using Qiskit and Python for enterprise deployment #4. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering ansatz circuit design, Hamiltonian qubit mapping using Jordan-Wigner, parameter optimization with COBYLA, and quantum error mitigation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",94,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Quantum Computing Researcher at a top-tier technology institution. Design and implement the Variational Quantum Eigensolver (VQE) algorithm for calculating molecular ground states using Qiskit and Python for enterprise deployment #5. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering ansatz circuit design, Hamiltonian qubit mapping using Jordan-Wigner, parameter optimization with COBYLA, and quantum error mitigation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",95,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Quantum Computing Researcher at a top-tier technology institution. Design and implement the Variational Quantum Eigensolver (VQE) algorithm for calculating molecular ground states using Qiskit and Python for enterprise deployment #6. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering ansatz circuit design, Hamiltonian qubit mapping using Jordan-Wigner, parameter optimization with COBYLA, and quantum error mitigation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",96,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Quantum Computing Researcher at a top-tier technology institution. Design and implement the Variational Quantum Eigensolver (VQE) algorithm for calculating molecular ground states using Qiskit and Python for enterprise deployment #7. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering ansatz circuit design, Hamiltonian qubit mapping using Jordan-Wigner, parameter optimization with COBYLA, and quantum error mitigation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",97,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Quantum Computing Researcher at a top-tier technology institution. Design and implement the Variational Quantum Eigensolver (VQE) algorithm for calculating molecular ground states using Qiskit and Python for enterprise deployment #8. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering ansatz circuit design, Hamiltonian qubit mapping using Jordan-Wigner, parameter optimization with COBYLA, and quantum error mitigation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",98,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Quantum Computing Researcher at a top-tier technology institution. Design and implement the Variational Quantum Eigensolver (VQE) algorithm for calculating molecular ground states using Qiskit and Python for enterprise deployment #9. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering ansatz circuit design, Hamiltonian qubit mapping using Jordan-Wigner, parameter optimization with COBYLA, and quantum error mitigation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Quantum Computing Researcher at a top-tier technology institution. Design and implement the Variational Quantum Eigensolver (VQE) algorithm for calculating molecular ground states using Qiskit and Python for enterprise deployment #10. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering ansatz circuit design, Hamiltonian qubit mapping using Jordan-Wigner, parameter optimization with COBYLA, and quantum error mitigation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a VP of Engineering at a top-tier technology institution. Design and implement an engineering career progression framework and compensation banding model using Engineering Leadership for enterprise deployment #1. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering levels from Junior to Fellow across 4 pillars (delivery, craftsmanship, strategy, leadership), salary band percentiles, and calibration guidelines; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a VP of Engineering at a top-tier technology institution. Design and implement an engineering career progression framework and compensation banding model using Engineering Leadership for enterprise deployment #2. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering levels from Junior to Fellow across 4 pillars (delivery, craftsmanship, strategy, leadership), salary band percentiles, and calibration guidelines; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a VP of Engineering at a top-tier technology institution. Design and implement an engineering career progression framework and compensation banding model using Engineering Leadership for enterprise deployment #3. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering levels from Junior to Fellow across 4 pillars (delivery, craftsmanship, strategy, leadership), salary band percentiles, and calibration guidelines; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",93,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a VP of Engineering at a top-tier technology institution. Design and implement an engineering career progression framework and compensation banding model using Engineering Leadership for enterprise deployment #4. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering levels from Junior to Fellow across 4 pillars (delivery, craftsmanship, strategy, leadership), salary band percentiles, and calibration guidelines; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",94,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a VP of Engineering at a top-tier technology institution. Design and implement an engineering career progression framework and compensation banding model using Engineering Leadership for enterprise deployment #5. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering levels from Junior to Fellow across 4 pillars (delivery, craftsmanship, strategy, leadership), salary band percentiles, and calibration guidelines; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",95,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a VP of Engineering at a top-tier technology institution. Design and implement an engineering career progression framework and compensation banding model using Engineering Leadership for enterprise deployment #6. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering levels from Junior to Fellow across 4 pillars (delivery, craftsmanship, strategy, leadership), salary band percentiles, and calibration guidelines; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",96,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a VP of Engineering at a top-tier technology institution. Design and implement an engineering career progression framework and compensation banding model using Engineering Leadership for enterprise deployment #7. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering levels from Junior to Fellow across 4 pillars (delivery, craftsmanship, strategy, leadership), salary band percentiles, and calibration guidelines; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",97,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a VP of Engineering at a top-tier technology institution. Design and implement an engineering career progression framework and compensation banding model using Engineering Leadership for enterprise deployment #8. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering levels from Junior to Fellow across 4 pillars (delivery, craftsmanship, strategy, leadership), salary band percentiles, and calibration guidelines; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",98,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
